,Gender,Unnamed: 1,Male,Female,Total,completion_month_year,year,year2,phase,Published paper,Published paper  YN,Published result in clicnicaltrials,others,R/O,official_title,source,source.1,intervention_names,Age eligible for study,Lowe limit of age < 18,Age upper limit,Age code upper limit,Study population,Country,Continent,Is there an extension study
216,NCT02495844,2019,26,29,55,7/1/2017,2017,2,Phase 2,0,n,y,,R,"Double-blind, Randomized, Placebo-controlled Study of the Efficacy, Safety/Tolerability, and Pharmacokinetic Profile of UCB0942 in Adults With Highly Drug-resistant Focal Epilepsy.","UCB Pharma
",1,UCB0942 | UCB0942 | Placebo,18 years and older,n,nil,>/75,Spain,3,Europe,N
216,NCT02495844,2019,26,29,55,7/1/2017,2017,2,Phase 2,0,n,y,,R,"Double-blind, Randomized, Placebo-controlled Study of the Efficacy, Safety/Tolerability, and Pharmacokinetic Profile of UCB0942 in Adults With Highly Drug-resistant Focal Epilepsy.","UCB Pharma
",1,UCB0942 | UCB0942 | Placebo,18 years and older,n,nil,>/75,,3,Europe,N
217,NCT02705768,Maiti 2017,44,16,60,3/1/2017,2017,2,Phase 4,1,y,n,,O,Effect of Carbamazepine and Oxcarbazepine on Serum Neuron-specific Enolase and S100B in Focal Seizures,"All India Institute of Medical Sciences, Bhubaneswar",2,Carbamazepine | Oxcarbazepine,18-45,n,45,19-54,India,4,Asia,n
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,United States of America,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,Belarus,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,Belgium,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,Bosnia and Herzegovina,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,Bulgaria,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,China,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,France,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,Germany,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,Greece,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,Hungary,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,Israel,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,"Korea, Republic of",2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,Lebanon,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,Malaysia,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,Philippines,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,Romania,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,Russian Federation,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,Serbia,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,Spain,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,"Taiwan, Province of China",2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,Thailand,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,Turkey,2,"North America
Europe
Asia
",N
218,NCT02072824,2018,103,72,175,3/13/2018,2018,2,Phase 3,0,n,y,,R,"A Double-blind, Placebo-controlled, Parallel-group, Multicenter Study Of The Efficacy And Safety Of Pregabalin As Adjunctive Therapy In Children 1 Month Through <4 Years Of Age With Partial Onset Seizures",Pfizer,1,Pregabalin Dose Level 1 | Pregabalin Dose Level 2 | Placebo,1 month to 3 years,y,3,</18,Ukraine,2,"North America
Europe
Asia
",N
219,NCT02655198,Lagae 2018,9,4,13,12/1/2018,2018,2,phase 2,1,y,n,,O,Add-on Therapy With Low Dose Fenfluramine in Lennox Gastaut Epilepsy,KU Leuven,2,Fenfluramine,3_18,y,18,</18,Belgium,3,Europe,n
220,NCT00988429,2018,326,324,650,1/1/2019,2019,2,Phase 3,0,n,y,,R,"Efficacy and Safety of Eslicarbazepine Acetate (BIA 2-093) as Adjunctive Therapy for Refractory Partial Seizures in a Double-blind, Randomised, Placebo-controlled, Parallel-group, Multicentre Trial",Bial - Portela C S.A.,1,800 mg QD Eslicarbazepine acetate | 1200 mg QD Eslicarbazepine acetate | Placebo,16 years and older,y,nil,>/75,United States of America,2,"North America
South America
Europe
",N
220,NCT00988429,2018,326,324,650,1/1/2019,2019,2,Phase 3,0,n,y,,R,"Efficacy and Safety of Eslicarbazepine Acetate (BIA 2-093) as Adjunctive Therapy for Refractory Partial Seizures in a Double-blind, Randomised, Placebo-controlled, Parallel-group, Multicentre Trial",Bial - Portela C S.A.,1,800 mg QD Eslicarbazepine acetate | 1200 mg QD Eslicarbazepine acetate | Placebo,16 years and older,y,nil,>/75,Argentina,2,"North America
South America
Europe
",N
220,NCT00988429,2018,326,324,650,1/1/2019,2019,2,Phase 3,0,n,y,,R,"Efficacy and Safety of Eslicarbazepine Acetate (BIA 2-093) as Adjunctive Therapy for Refractory Partial Seizures in a Double-blind, Randomised, Placebo-controlled, Parallel-group, Multicentre Trial",Bial - Portela C S.A.,1,800 mg QD Eslicarbazepine acetate | 1200 mg QD Eslicarbazepine acetate | Placebo,16 years and older,y,nil,>/75,Belgium,2,"North America
South America
Europe
",N
220,NCT00988429,2018,326,324,650,1/1/2019,2019,2,Phase 3,0,n,y,,R,"Efficacy and Safety of Eslicarbazepine Acetate (BIA 2-093) as Adjunctive Therapy for Refractory Partial Seizures in a Double-blind, Randomised, Placebo-controlled, Parallel-group, Multicentre Trial",Bial - Portela C S.A.,1,800 mg QD Eslicarbazepine acetate | 1200 mg QD Eslicarbazepine acetate | Placebo,16 years and older,y,nil,>/75,Brazil,2,"North America
South America
Europe
",N
220,NCT00988429,2018,326,324,650,1/1/2019,2019,2,Phase 3,0,n,y,,R,"Efficacy and Safety of Eslicarbazepine Acetate (BIA 2-093) as Adjunctive Therapy for Refractory Partial Seizures in a Double-blind, Randomised, Placebo-controlled, Parallel-group, Multicentre Trial",Bial - Portela C S.A.,1,800 mg QD Eslicarbazepine acetate | 1200 mg QD Eslicarbazepine acetate | Placebo,16 years and older,y,nil,>/75,Canada,2,"North America
South America
Europe
",N
220,NCT00988429,2018,326,324,650,1/1/2019,2019,2,Phase 3,0,n,y,,R,"Efficacy and Safety of Eslicarbazepine Acetate (BIA 2-093) as Adjunctive Therapy for Refractory Partial Seizures in a Double-blind, Randomised, Placebo-controlled, Parallel-group, Multicentre Trial",Bial - Portela C S.A.,1,800 mg QD Eslicarbazepine acetate | 1200 mg QD Eslicarbazepine acetate | Placebo,16 years and older,y,nil,>/75,Cyprus,2,"North America
South America
Europe
",N
220,NCT00988429,2018,326,324,650,1/1/2019,2019,2,Phase 3,0,n,y,,R,"Efficacy and Safety of Eslicarbazepine Acetate (BIA 2-093) as Adjunctive Therapy for Refractory Partial Seizures in a Double-blind, Randomised, Placebo-controlled, Parallel-group, Multicentre Trial",Bial - Portela C S.A.,1,800 mg QD Eslicarbazepine acetate | 1200 mg QD Eslicarbazepine acetate | Placebo,16 years and older,y,nil,>/75,France,2,"North America
South America
Europe
",N
220,NCT00988429,2018,326,324,650,1/1/2019,2019,2,Phase 3,0,n,y,,R,"Efficacy and Safety of Eslicarbazepine Acetate (BIA 2-093) as Adjunctive Therapy for Refractory Partial Seizures in a Double-blind, Randomised, Placebo-controlled, Parallel-group, Multicentre Trial",Bial - Portela C S.A.,1,800 mg QD Eslicarbazepine acetate | 1200 mg QD Eslicarbazepine acetate | Placebo,16 years and older,y,nil,>/75,Germany,2,"North America
South America
Europe
",N
220,NCT00988429,2018,326,324,650,1/1/2019,2019,2,Phase 3,0,n,y,,R,"Efficacy and Safety of Eslicarbazepine Acetate (BIA 2-093) as Adjunctive Therapy for Refractory Partial Seizures in a Double-blind, Randomised, Placebo-controlled, Parallel-group, Multicentre Trial",Bial - Portela C S.A.,1,800 mg QD Eslicarbazepine acetate | 1200 mg QD Eslicarbazepine acetate | Placebo,16 years and older,y,nil,>/75,Greece,2,"North America
South America
Europe
",N
220,NCT00988429,2018,326,324,650,1/1/2019,2019,2,Phase 3,0,n,y,,R,"Efficacy and Safety of Eslicarbazepine Acetate (BIA 2-093) as Adjunctive Therapy for Refractory Partial Seizures in a Double-blind, Randomised, Placebo-controlled, Parallel-group, Multicentre Trial",Bial - Portela C S.A.,1,800 mg QD Eslicarbazepine acetate | 1200 mg QD Eslicarbazepine acetate | Placebo,16 years and older,y,nil,>/75,Italy,2,"North America
South America
Europe
",N
220,NCT00988429,2018,326,324,650,1/1/2019,2019,2,Phase 3,0,n,y,,R,"Efficacy and Safety of Eslicarbazepine Acetate (BIA 2-093) as Adjunctive Therapy for Refractory Partial Seizures in a Double-blind, Randomised, Placebo-controlled, Parallel-group, Multicentre Trial",Bial - Portela C S.A.,1,800 mg QD Eslicarbazepine acetate | 1200 mg QD Eslicarbazepine acetate | Placebo,16 years and older,y,nil,>/75,Poland,2,"North America
South America
Europe
",N
221,NCT00939705,2011,10,8,18,,,3,Phase 1,0,n,y,,O,"Study to Evaluate the Bioequivalence of a Test Tablet Formulation of Topiramate (2 x 25 mg), Compared to an Equivalent Dose of a Commercially Available Reference Drug Product (TopamaxÔÎ, Ortho-McNeil Neurologics, Inc.) in Fed, Healthy, Adult Subjects",Torrent Pharmaceuticals Limited,1,topiramate,18-55,n,55,55-<65,United States of America,1,North America,n
222,NCT00693017,2015,2,2,4,,,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled, Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Myoclonic Seizures Associated With Idiopathic Generalised Epilepsy",Eisai Inc.,1,Zonisamide | Placebo,12_65,y,65,65-<75,Australia,3,"Oceania
Europe",N
222,NCT00693017,2015,2,2,4,,,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled, Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Myoclonic Seizures Associated With Idiopathic Generalised Epilepsy",Eisai Inc.,1,Zonisamide | Placebo,12_65,y,65,65-<75,Croatia,3,"Oceania
Europe",N
222,NCT00693017,2015,2,2,4,,,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled, Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Myoclonic Seizures Associated With Idiopathic Generalised Epilepsy",Eisai Inc.,1,Zonisamide | Placebo,12_65,y,65,65-<75,czechiaia,3,"Oceania
Europe",N
222,NCT00693017,2015,2,2,4,,,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled, Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Myoclonic Seizures Associated With Idiopathic Generalised Epilepsy",Eisai Inc.,1,Zonisamide | Placebo,12_65,y,65,65-<75,Estonia,3,"Oceania
Europe",N
222,NCT00693017,2015,2,2,4,,,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled, Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Myoclonic Seizures Associated With Idiopathic Generalised Epilepsy",Eisai Inc.,1,Zonisamide | Placebo,12_65,y,65,65-<75,Finland,3,"Oceania
Europe",N
222,NCT00693017,2015,2,2,4,,,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled, Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Myoclonic Seizures Associated With Idiopathic Generalised Epilepsy",Eisai Inc.,1,Zonisamide | Placebo,12_65,y,65,65-<75,Germany,3,"Oceania
Europe",N
222,NCT00693017,2015,2,2,4,,,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled, Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Myoclonic Seizures Associated With Idiopathic Generalised Epilepsy",Eisai Inc.,1,Zonisamide | Placebo,12_65,y,65,65-<75,Hungary,3,"Oceania
Europe",N
222,NCT00693017,2015,2,2,4,,,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled, Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Myoclonic Seizures Associated With Idiopathic Generalised Epilepsy",Eisai Inc.,1,Zonisamide | Placebo,12_65,y,65,65-<75,Lithuania,3,"Oceania
Europe",N
222,NCT00693017,2015,2,2,4,,,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled, Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Myoclonic Seizures Associated With Idiopathic Generalised Epilepsy",Eisai Inc.,1,Zonisamide | Placebo,12_65,y,65,65-<75,Poland,3,"Oceania
Europe",N
222,NCT00693017,2015,2,2,4,,,3,Phase 3,0,n,y,,R,"A Double-blind, Randomised, Placebo-controlled, Multi-centre Study to Assess the Efficacy and Safety of Adjunctive Zonisamide in Myoclonic Seizures Associated With Idiopathic Generalised Epilepsy",Eisai Inc.,1,Zonisamide | Placebo,12_65,y,65,65-<75,Romania,3,"Oceania
Europe",N
